tipoAss;tipoDeContrato;codigoDaPessoa;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Combo;I;29809;12;23/03/2024 00:00;21/03/2025 00:00;1;104;4;0;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,798298;-49,385904;9659;53;Parque Industrial;M;F;73;3;1;174203
Combo;I;83158;12;23/03/2024 00:00;21/03/2025 00:00;1;104;4;96;482,8;181,2;12;40,23333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,790905;-49,402543;9659;63;Eldorado;F;F;75;3;1;174240
Digital;R;182912;30;23/03/2024 00:00;22/04/2024 00:00;1;22;8;22;19,9;0;1;19,8999999;104,31;181;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;0;Higienópolis;F;F;33;3;1;174241
Impressa;R;29276;4;23/03/2024 00:00;18/09/2024 00:00;1;128;8;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,843565;-49,404234;9659;22;Jardim Aclimação;M;F;69;3;1;174278
Combo;I;68714;12;23/03/2024 00:00;21/03/2025 00:00;1;104;4;96;484;180;12;40,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20,775024;-49,348199;9659;55;Parque Belvedere;F;F;67;3;1;174294
Impressa;R;63178;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;26;1083;0;10;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,871457;-49,422009;9659;22;Loteamento Parque dos Pássaros;M;F;78;3;1;174300
Combo;I;61643;12;23/03/2024 00:00;21/03/2025 00:00;1;104;4;8;639,96;24,04;12;53,33;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/03;2025/03;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf;F;F;55;3;1;174310
Combo;R;169961;12;23/03/2024 00:00;22/03/2025 00:00;1;104;4;8;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;51;Vila Maceno;M;F;63;3;1;174321
Impressa;R;29311;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;228;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;M;F;31;3;1;174395
Impressa;R;25461;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Parque Residencial Damha;M;F;44;3;1;174411
Impressa;R;171849;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;;;9659;63;Solo Sagrado I;M;F;44;3;1;174421
Impressa;R;42287;4;23/03/2024 00:00;18/09/2024 00:00;1;128;8;0;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;;;9659;55;Residencial Marcia;M;F;66;0;1;174640
Combo;R;29861;12;23/03/2024 00:00;22/03/2025 00:00;1;104;4;0;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Bady Bassitt;2024/02;2025/03;09 de R$ 60 a R$ 64.99;Anual;Bady Bassitt;VERDADEIRO;-20.9163728;-49.4487934;8937;283;A DEFINIR;M;F;52;3;1;175694
Combo;R;168717;19;23/03/2024 00:00;20/09/2024 00:00;1;52;4;0;381;0;6;63,4999998;360;234;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 RP-CBO-SEM (SA|DO) - IMP;Jales;2024/02;2024/09;09 de R$ 60 a R$ 64.99;Semestral;Jales;VERDADEIRO;;;9274;324;Jardim Estados Unidos;M;F;69;3;1;175749
Combo;I;63362;20;23/03/2024 00:00;21/06/2024 00:00;1;26;4;0;115,7;93,3;3;38,5666665;180;236;DIARIO DA REGIAO;TRI 2 DIAS  - IMPRESSO;90;26;2018 RP-CBO-TRI (SA|DO) - IMP;Engenheiro Schmitt;2024/03;2024/06;13 Menos de R$ 45;Trimestral;Engenheiro Schmitt;FALSO;;;9120;55;SAO DEOCLECIANO;F;F;54;3;1;175797
Impressa;I;62435;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;21;1128;114;12;94;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Monte Aprazível;2024/03;2025/03;03 de R$ 90 a R$ 94.99;Anual;Monte Aprazível;VERDADEIRO;;;9378;339;Centro;F;F;32;3;1;175799
Combo;R;121331;20;23/03/2024 00:00;21/06/2024 00:00;1;26;4;0;209;0;3;69,6666666;180;236;DIARIO DA REGIAO;TRI 2 DIAS  - IMPRESSO;90;26;2018 RP-CBO-TRI (SA|DO) - IMP;Mirassol;2024/02;2024/06;08 de R$ 65 a R$ 69.99;Trimestral;Mirassol;VERDADEIRO;-20.8184714;-49.5142772;9366;334;Centro;F;F;68;3;1;175819
Impressa;R;29893;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Nova Aliança;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Nova Aliança;VERDADEIRO;-21.1744326;-47.7945208;9403;344;A DEFINIR;F;F;47;3;1;175834
Combo;R;62881;19;23/03/2024 00:00;20/09/2024 00:00;1;52;4;0;417;0;6;69,4999998;360;240;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 REG-CBO-SEM (SA|DO) - IMP;Mendonça;2024/02;2024/09;08 de R$ 65 a R$ 69.99;Semestral;Mendonça;VERDADEIRO;-21.1809355;-49.5820138;9356;332;A DEFINIR;F;F;69;3;1;175843
Combo;R;62951;19;23/03/2024 00:00;20/09/2024 00:00;1;52;4;48;299,4;117,6;6;49,8999999;360;240;DIARIO DA REGIAO;SEM 2 DIAS  - IMPRESSO;180;52;2018 REG-CBO-SEM (SA|DO) - IMP;Nhandeara;2023/12;2024/09;12 de R$ 45 a R$ 49.99;Semestral;Nhandeara;VERDADEIRO;-20.6953010;-50.0415929;9398;342;A DEFINIR;F;F;69;3;1;175843
Combo;R;19;12;23/03/2024 00:00;22/03/2025 00:00;1;104;4;0;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Votuporanga;2024/02;2025/03;09 de R$ 60 a R$ 64.99;Anual;Votuporanga;VERDADEIRO;-20.4034218;-49.9688642;9789;392;Pozzobon;M;F;57;3;1;175844
Impressa;R;161257;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Uchoa;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Uchoa;FALSO;-20.9556088;-49.1767567;9758;387;Centro;M;F;78;3;1;175845
Impressa;R;46730;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Ibirá;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;Ibirá;VERDADEIRO;;;9195;312;A DEFINIR;M;F;35;3;1;175876
Impressa;R;36794;4;23/03/2024 00:00;18/09/2024 00:00;1;128;8;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,803587;-49,361232;9659;51;Vila Maceno;F;F;49;3;1;175912
Impressa;I;37630;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1128;114;10;94;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Uchoa;2024/03;2025/03;03 de R$ 90 a R$ 94.99;Anual;Uchoa;VERDADEIRO;;;9758;387;A DEFINIR;M;F;24;3;1;175980
Impressa;R;152995;5;23/03/2024 00:00;22/03/2025 00:00;1;261;8;0;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Palestina;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Palestina;FALSO;-20.3915874;-49.4379484;9441;351;A DEFINIR;M;F;24;3;1;175980
Combo;R;43186;12;23/03/2024 00:00;22/03/2025 00:00;1;104;4;0;736;0;12;61,33333333;720;238;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;General Salgado;2024/02;2025/03;09 de R$ 60 a R$ 64.99;Anual;General Salgado;VERDADEIRO;-20.6463688;-50.3717438;9154;307;A DEFINIR;M;F;69;3;1;175982
Impressa;R;41775;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;3;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Vila Santa Cruz;M;F;46;3;1;176081
Digital;R;182319;10;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Jardim Residencial Vetorasso;J;J;2024;3;1;176082
Impressa;R;50318;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;86;1083;0;6;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/01;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20.7920851;-49.4153701;9659;63;Parque Residencial Atlântica;F;F;73;3;1;176132
Impressa;R;25785;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,803404;-49,380888;9659;53;Vila Zilda;F;F;81;3;1;176176
Impressa;R;24515;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;52;1083;0;5;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,817143;-49,396085;9659;53;Jardim Alvorada;F;F;58;3;1;176249
Impressa;R;151483;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;261;1083;0;1;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,824896;-49,398557;9659;22;Vila São Pedro;M;F;43;3;1;176250
Impressa;R;32591;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;23;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,837603;-49,415994;9659;22;Jardim Tarraf II;J;J;2024;3;1;176251
Impressa;R;26284;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;21;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;M;F;30;3;1;176321
Impressa;R;22952;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,790891;-49,41528;9659;63;Parque Residencial Atlântica;F;F;45;3;1;176324
Impressa;R;56512;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,810392;-49,426774;9659;334;Gonzaga de Campos;M;F;57;3;1;176333
Impressa;R;101771;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Vila Zilda;F;F;82;3;1;176395
Impressa;R;16094;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,795625;-49,358837;9659;51;Jardim Bordon;F;F;53;3;1;176409
Impressa;R;162900;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;-20.8073369;-49.3919039;9659;53;Parque Industrial;F;F;53;3;1;176409
Combo;R;156722;12;24/03/2024 00:00;28/03/2025 00:00;1;104;3;0;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;-20,787419;-49,388468;9659;63;Jardim Mugnaini;F;F;85;3;1;176410
Impressa;R;80076;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;11;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;Mirassol;VERDADEIRO;-20.8164497;-49.5110611;9366;334;Centro;F;F;85;3;1;176410
Combo;R;178818;12;24/03/2024 00:00;28/03/2025 00:00;1;104;3;0;664;0;12;55,33333333;720;226;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2024/02;2025/03;10 de R$ 55 a R$ 59.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Parque Belvedere;M;F;63;3;1;176425
Digital;R;178912;10;24/03/2024 00:00;24/03/2025 00:00;1;261;7;21;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Vila Flora;F;F;38;3;1;176427
Impressa;R;34304;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1242;0;1;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;José Bonifácio;2024/02;2025/03;01 R$ 100 ou Mais;Anual;José Bonifácio;FALSO;-21.0551740;-49.6886285;9291;325;A DEFINIR;M;F;74;3;1;176443
Impressa;R;59281;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;23;1242;0;11;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Cedral;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Cedral;VERDADEIRO;;;9056;299;A DEFINIR;M;F;82;3;1;176461
Impressa;R;34537;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Fernandópolis;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;Fernandópolis;FALSO;-20.2897309;-50.2517343;9136;305;A DEFINIR;F;F;90;3;1;176464
Impressa;R;47289;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Monte Azul Paulista;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;Monte Azul Paulista;VERDADEIRO;-20.9072127;-48.6421269;9379;340;A DEFINIR;M;F;65;3;1;176476
Impressa;R;156019;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;0;591;0;6;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;FALSO;;;9659;11;Parque Residencial Comendador Mancor Daud;M;F;41;3;1;176556
Impressa;R;62997;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;São José do Rio Preto;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;São José do Rio Preto;VERDADEIRO;-20,805985;-49,343234;9659;55;Residencial Marcia;F;F;66;3;1;176572
Digital;R;36718;10;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;202,8;0;6;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Potirendaba;2024/02;2025/03;13 Menos de R$ 45;Anual;Potirendaba;FALSO;-21.0424505;-49.3766704;9522;367;A DEFINIR;F;F;78;3;1;176697
Impressa;R;64550;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;42;591;0;3;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;Adolfo;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;Adolfo;VERDADEIRO;-21.2335175;-49.6406753;8854;273;A DEFINIR;M;F;71;3;1;176703
Digital;R;25800;10;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;202,8;0;12;16,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Mendonça;2024/02;2025/03;13 Menos de R$ 45;Anual;Mendonça;VERDADEIRO;-21.1835822;-49.5782198;9356;332;Centro;M;F;45;3;1;176765
Impressa;R;53505;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;32;591;0;4;98,4999999;834,5;227;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 RP-SEM;Potirendaba;2024/02;2024/09;02 de R$ 95 a R$ 99.99;Semestral;Potirendaba;VERDADEIRO;-21.0413863;-49.3745420;9522;367;A DEFINIR;F;F;52;3;1;176783
Impressa;R;176176;4;24/03/2024 00:00;20/09/2024 00:00;1;128;7;42;678;0;3;112,9999998;834,5;231;DIARIO DA REGIAO;SEMESTRAL;180;128;2018 REG-SEM;Nova Itapirema (Nova Aliança);2024/02;2024/09;01 R$ 100 ou Mais;Semestral;Nova Itapirema (Nova Aliança);FALSO;;;9413;409;A DEFINIR;F;F;32;0;1;176823
Impressa;R;47682;5;24/03/2024 00:00;24/03/2025 00:00;1;261;7;0;1242;0;12;103,5;1669;230;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Olímpia;2024/02;2025/03;01 R$ 100 ou Mais;Anual;Olímpia;VERDADEIRO;-23.1793099;-46.7845465;9425;347;SANTA EFIGENIA;F;F;44;3;1;176827
Digital;I;183242;30;25/03/2024 00:00;23/04/2024 00:00;1;22;6;0;19,9;;1;19,8999999;104,31;181;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;63;Residencial Sebastião Guilhem Padilha;F;F;44;3;1;176827
Digital;I;167223;30;25/03/2024 00:00;23/04/2024 00:00;1;22;6;0;19,9;;1;19,8999999;104,31;181;DIARIO DA REGIAO - DIGITAL;MEN 5 DIAS - DIGITAL;30;22;ASSINATURA DIGITAL - PLANO MENSAL;São José do Rio Preto;2024/03;2024/04;13 Menos de R$ 45;MEN 5 DIAS - DIGITAL;São José do Rio Preto;VERDADEIRO;;;9659;0;A IDENTIFICAR (IMPORTADO);M;F;34;3;1;176874
Impressa;R;136639;5;26/03/2024 00:00;25/03/2025 00:00;1;261;6;0;1020;63;12;85;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,799517;-49,412524;9659;63;Parque Residencial Lauriano Tebar;M;F;59;3;1;176880
Impressa;R;47256;5;26/03/2024 00:00;25/03/2025 00:00;1;261;6;39;1083;0;6;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Jardim Redentor;M;F;60;3;1;176892
Combo;R;181893;17;26/03/2024 00:00;24/06/2024 00:00;1;39;4;0;10;0;3;3,3333333;195;243;DIARIO DA REGIAO - DIGITAL;TRI 3 DIAS - DIGITAL;90;39;2018 REG-CBO-TRI (TE|QA|QI|SE) - DIG;Catanduva;2024/02;2024/06;13 Menos de R$ 45;Trimestral;Catanduva;VERDADEIRO;;;9052;297;Centro;M;F;67;3;1;176940
Impressa;R;4291;3;26/03/2024 00:00;24/06/2024 00:00;1;65;6;65;360;0;1;120;417,25;228;DIARIO DA REGIAO;TRIMESTRAL;90;65;2018 RP-TRI;São José do Rio Preto;2024/02;2024/06;01 R$ 100 ou Mais;Trimestral;São José do Rio Preto;FALSO;;;9659;53;Jardim Maria Cândida;M;F;53;3;1;177026
Combo;I;139054;11;26/03/2024 00:00;24/03/2025 00:00;1;156;4;0;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Jardim Conceição;M;F;62;2;1;177041
Digital;I;161042;10;26/03/2024 00:00;25/03/2025 00:00;1;261;6;0;154,8;48;12;12,9;1251,75;229;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.8005065;-49.4145796;9659;63;Loteamento Porto Seguro;F;F;41;3;1;177061
Impressa;R;30067;5;26/03/2024 00:00;25/03/2025 00:00;1;261;6;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;VERDADEIRO;-20,840713;-49,388471;9659;43;Higienópolis;M;F;63;3;1;177062
Impressa;R;39199;3;26/03/2024 00:00;24/06/2024 00:00;1;65;6;32;360;0;2;120;417,25;228;DIARIO DA REGIAO;TRIMESTRAL;90;65;2018 RP-TRI;São José do Rio Preto;2024/02;2024/06;01 R$ 100 ou Mais;Trimestral;São José do Rio Preto;VERDADEIRO;-20,78923;-49,396937;9659;63;Eldorado;F;F;80;3;1;177076
Combo;R;4459;11;26/03/2024 00:00;25/03/2025 00:00;1;156;4;0;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/02;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,801116;-49,377656;9659;51;Vila Angélica;F;F;80;3;1;177076
Impressa;R;17476;5;26/03/2024 00:00;25/03/2025 00:00;1;261;6;0;1083;0;12;90,25;1669;225;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2024/02;2025/03;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20,837014;-49,379873;9659;43;Higienópolis;F;F;74;3;1;177093
Combo;I;16356;11;26/03/2024 00:00;24/03/2025 00:00;1;156;4;0;20;0;12;1,666666667;780;233;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2024/03;2025/03;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,811392;-49,359224;9659;11;Vila Ercília;F;F;66;3;1;177191
